kickoff_hkt,hours_since_kickoff,league,home,away,unsettled_markets,stages_missing_hdc,stages_missing_hil,hdc_line,hil_line,fixture
2026-08-10 01:00,539.5,女非国杯,喀麦隆女足(中),尼日利亚女足,"HDC,HIL",T-5,T-5,0.75,2.25,3057653
2026-08-10 01:00,539.5,葡超,波尔图,艾华卡,"HDC,HIL",T-5,T-5,-1.75,2.75,3023434
2026-08-10 01:00,539.5,俄超,莫斯科斯巴达,克拉斯诺达尔,"HDC,HIL",T-5,T-5,-0.5,2.5,3012257
2026-08-10 01:00,539.5,奥甲,奥地利维也纳,LASK林茨,"HDC,HIL",T-5,T-5,0.5,2.75,3010611
2026-08-10 01:15,539.25,比甲,安特卫普,华斯兰德,"HDC,HIL",T-5,T-5,-0.25,2.25,3003529
2026-08-10 01:15,539.25,挪超,克里斯蒂安松,莫尔德,"HDC,HIL",T-5,T-5,0.75,3.0,2912860
2026-08-10 01:30,539.0,俄超,喀山红宝石,奥伦堡加索维克,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3012256
2026-08-10 02:00,538.5,乌拉甲秋,防卫者体育,漫游者,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3057088
2026-08-10 02:00,538.5,阿甲,圣洛伦索,飓风队,"HDC,HIL","T-30,T-5","T-30,T-5",0,1.75,2962559
2026-08-10 03:00,537.5,智利甲,希金斯,利马切颜色,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,2921206
2026-08-10 03:00,537.5,巴西甲,帕尔梅拉斯,巴西国际,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,2.75,2910844
2026-08-10 03:00,537.5,巴西甲,巴伊亚,瓦斯科达伽马,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,2910837
2026-08-10 03:30,537.0,葡超,摩里伦斯,布拉加,"HDC,HIL","T-30,T-5","T-30,T-5",1.0,2.5,3023437
2026-08-10 03:30,537.0,葡超,吉维森特,里奥阿维,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3023435
2026-08-10 03:30,537.0,葡超,本菲卡,维塞乌,"HDC,HIL","T-30,T-5","T-30,T-5",-2.5,3.5,3023431
2026-08-10 03:30,537.0,中北美杯,西雅图海湾人,克雷塔罗,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.0,2961742
2026-08-10 04:00,536.5,女非国杯,马拉维女足(中),加纳女足,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.5,3057654
2026-08-10 04:45,535.75,阿甲,拉普拉塔体操,巴拉卡斯中央队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,2962554
2026-08-10 04:45,535.75,阿甲,防卫者,纽维尔老男孩,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,2962552
2026-08-10 05:00,535.5,美冠联,印地十一,哈特福德竞技,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,2942553
2026-08-10 05:00,535.5,巴西乙,库亚巴,福塔雷萨,"HDC,HIL",T-5,"T-30,T-5",0,1.75,2940109
2026-08-10 05:30,535.0,智利甲,拉卡莱拉联,科洛科洛,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,2.5,2921209
2026-08-10 05:30,535.0,巴西甲,桑托斯,巴拉纳竞技,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,2910846
2026-08-10 05:30,535.0,巴西甲,布拉干蒂诺RB,科林蒂安,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.0,2910839
2026-08-10 06:30,534.0,巴西甲,弗拉门戈,维多利亚,"HDC,HIL","T-30,T-5","T-30,T-5",-1.75,3.0,2910842
2026-08-10 07:15,533.25,阿甲,阿根廷青年人,竞技俱乐部,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,2962548
2026-08-10 07:30,533.0,中北美杯,费城联合,内卡萨,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.25,2961749
2026-08-10 07:40,532.83,中北美杯,蓝十字(中),纽约城,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,2961747
2026-08-10 08:00,532.5,中北美杯,纳什威尔SC,圣路易斯竞技,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.75,2961748
2026-08-10 08:00,532.5,中北美杯,芝加哥火焰,桑托斯拉古纳,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.5,2961745
2026-08-10 08:00,532.5,智利甲,智利大学,帕莱斯蒂诺,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,2.5,2921208
2026-08-10 09:00,531.5,中北美杯,奥斯汀FC,普埃布拉,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.0,2961744
2026-08-10 09:00,531.5,美女职,西雅图统治女足,天使城女足,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.5,2957004
2026-08-10 10:00,530.5,中北美杯,圣地亚哥,蒂华纳,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,3.0,2961750
2026-08-10 10:15,530.25,中北美杯,墨西哥美洲(中),波特兰伐木者,"HDC,HIL",T-5,T-5,0,3.0,2961746
2026-08-10 19:00,521.5,巴拉后备,巴拉圭国民后备队,瓜拉尼后备队,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.75,3061054
2026-08-10 19:30,521.0,中U21,上海海港U21,湖北青年星U21,"HDC,HIL","T-30,T-5","T-30,T-5",-2.0,3.5,3018356
2026-08-10 20:30,520.0,乌克超,普莱西亚,梅塔利斯特1925,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,3012481
2026-08-10 20:30,520.0,乌兹甲,洛钦,奇兹里克FC,"HDC,HIL","T-30,T-5","T-30,T-5",-2.25,3.5,2971053
2026-08-10 21:00,519.5,乌拉后备,蒙特维多竞技后备队,阿尔比恩后备队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,3061047
2026-08-10 21:30,519.0,乌拉后备,乌拉圭民族后备队,漫游者后备队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,3061069
2026-08-10 21:30,519.0,乌拉后备,尤文图德德拉后备队,德芬索后备队,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.75,3061068
2026-08-10 22:00,518.5,乌拉后备,波士顿河后备队,蒙得维多后备队,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.5,3061067
2026-08-10 22:00,518.5,乌兹甲,奥林匹克莫比兹,休尔坦古佐,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,2971055
2026-08-10 22:00,518.5,乌兹甲,比克波德,雅潘FK,"HDC,HIL","T-30,T-5","T-30,T-5",-1.5,3.0,2971054
2026-08-10 22:00,518.5,白俄甲,高美尔B队,FK索利戈尔斯克,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,3.25,2969734
2026-08-10 22:00,518.5,挪丙,康斯文格B队,斯托姆加斯特B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,4.25,2968218
2026-08-10 22:30,518.0,白俄甲,明斯克B队,奥斯特罗维茨,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,3.25,2969736
2026-08-10 23:00,517.5,秘女联,梅尔加女足,伊鲁坎女足,"HDC,HIL",T-5,T-5,-1.75,4.0,3059078
2026-08-10 23:00,517.5,斯伐甲,波瓦兹斯卡,莫拉斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,3037869
2026-08-10 23:00,517.5,保乙,内塞伯尔,多布鲁察,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.25,3017103
2026-08-10 23:00,517.5,乌克超,卡帕迪,LNZ切尔卡斯,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.0,3012479
2026-08-10 23:00,517.5,白俄甲,斯莫根,波里索夫巴特B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.25,2969740
2026-08-10 23:00,517.5,白俄甲,奥尔沙,莫洛迪兹诺,"HDC,HIL","T-30,T-5","T-30,T-5",1.0,3.25,2969738
2026-08-10 23:00,517.5,白俄甲,斯洛尼姆,坎普罗姆,"HDC,HIL",T-5,T-5,0.75,3.25,2969586
2026-08-10 23:30,517.0,球会友谊,帕尼奥尼奥斯,奥林比亚高斯B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,3061018
2026-08-10 23:30,517.0,斯亚U19,奥林比查U19,路达U19,"HDC,HIL","T-30,T-5","T-30,T-5",-2.25,3.75,3061015
2026-08-10 23:30,517.0,斯亚U19,佩利根U19,贾德兰德卡尼U19,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.5,3060893
2026-08-10 23:30,517.0,芬女甲,中新地女足,科特卡女足,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.5,3056231
2026-08-10 23:30,517.0,罗甲,博托沙尼,胡内多阿拉,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3010381
2026-08-10 23:45,516.75,立陶甲,维尔纽斯投资,帕纳瓦兹,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.75,2994876
2026-08-11 00:00,516.5,阿青联,科勒加勒斯U20,布朗安德奎U20,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3061048
2026-08-11 00:00,516.5,斯亚U19,科佩尔U19,福兹纳U19,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.25,3061013
2026-08-11 00:00,516.5,立陶乙,萨尔基利斯B队,卡努扎吉里斯B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.75,3031161
2026-08-11 00:00,516.5,阿美超,艾拉斯克特,BKMA,"HDC,HIL","T-30,T-5","T-30,T-5",-1.5,2.75,3024512
2026-08-11 00:00,516.5,斯亚甲,慕拉,雷都米结,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.0,3005761
2026-08-11 00:00,516.5,保甲,华拉特莎,索非亚斯拉维亚,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.25,2998444
2026-08-11 00:00,516.5,挪丙,利恩B队,法拉姆拉维克,"HDC,HIL","T-30,T-5","T-30,T-5",-1.5,4.0,2968400
2026-08-11 00:00,516.5,挪丙,德洛巴福根,桑德菲杰B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,4.0,2968398
2026-08-11 00:00,516.5,挪丙,侯格辛特B队,维京B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,4.5,2968034
2026-08-11 00:00,516.5,挪丙,阿思可,松达尔B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.75,2967854
2026-08-11 00:00,516.5,爱沙丙,潭美卡B队,帕尔努瓦夫鲁B队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,4.25,2954773
2026-08-11 00:00,516.5,爱沙乙,科罗拉二队,卡里鲁B队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.25,4.0,2941073
2026-08-11 00:30,516.0,俄超,沃罗涅日火炬,格罗兹尼特里克,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3012252
2026-08-11 00:30,516.0,拉脱超,里加足球学院,格洛比纳,"HDC,HIL","T-30,T-5","T-30,T-5",-2.25,3.25,2940730
2026-08-11 01:00,515.5,葡甲,鲁席塔尼亚FC,波尔图B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.5,3023741
2026-08-11 01:00,515.5,葡甲,本菲卡B队,雷克斯欧斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,3023738
2026-08-11 01:00,515.5,保乙,贝尔罗,卢多戈雷茨B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.25,3017099
2026-08-11 01:00,515.5,波兰甲,斯凯尔涅维采,阿尔卡,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.5,3004942
2026-08-11 01:00,515.5,丹麦超,锡尔克堡,欧登塞,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,3.0,2998215
2026-08-11 01:00,515.5,挪丙,斯基腾,利勒斯特罗姆B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,4.5,2968220
2026-08-11 01:00,515.5,挪丙,阿萨纳B队,艾于斯德沃尔,"HDC,HIL","T-30,T-5","T-30,T-5",0,3.75,2967855
2026-08-11 01:00,515.5,挪丙,罗森博格B队,雷黑姆B队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.5,4.5,2967671
2026-08-11 01:00,515.5,挪丙,巴洛姆,KFUM奥斯陆B队,"HDC,HIL","T-30,T-5","T-30,T-5",-2.5,4.5,2967486
2026-08-11 01:00,515.5,瑞典甲,诺尔比,奥雷布洛,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,2914650
2026-08-11 01:00,515.5,挪甲,莫斯,奥德,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,3.5,2913100
2026-08-11 01:00,515.5,瑞典超,瓦斯特拉斯,尤尔加登,"HDC,HIL","T-30,T-5","T-30,T-5",1.0,3.0,2912234
2026-08-11 01:00,515.5,瑞典超,天狼星,布洛马波卡纳,"HDC,HIL","T-30,T-5","T-30,T-5",-1.25,3.0,2912233
2026-08-11 02:00,514.5,球会友谊,维洛斯NFC,卡拉玛达,"HDC,HIL",T-30,"T-30,T-5",,2.5,3061017
2026-08-11 02:00,514.5,阿女甲,阿根廷独立女足,贝尔格拉诺女足,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,2.0,3057401
2026-08-11 02:00,514.5,荷乙,埃因霍温青年队,福伦丹,"HDC,HIL",T-30,"T-30,T-5",,3.25,2996413
2026-08-11 02:00,514.5,荷乙,阿尔克马尔青年队,FC埃因霍温,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.25,2996412
2026-08-11 02:00,514.5,阿丙曼特,巴拉卡斯体育会,卡拉普莱,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,1.75,2935204
2026-08-11 02:00,514.5,阿丙曼特,萨卡兹斯帕斯,巴拉圭竞技,"HDC,HIL",T-30,"T-30,T-5",,1.75,2935203
2026-08-11 02:00,514.5,阿丙曼特,菲尼斯皮拉尔,巴拉斯图尔,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,1.75,2935198
2026-08-11 02:00,514.5,阿乙,祖祖尔甘拿斯亚,特里斯顿,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,2916583
2026-08-11 02:00,514.5,阿乙,全男孩竞技,北索尔塔中央,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,1.5,2916574
2026-08-11 02:15,514.25,保甲,普罗夫迪夫博特夫,华纳斯巴达,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,2.75,2998443
2026-08-11 02:30,514.0,土甲,佩迪卡斯堡,贝特曼,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.5,3030090
2026-08-11 02:30,514.0,罗甲,圣格奥尔基塞普西,布加勒斯特星队,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,2.5,3010383
2026-08-11 02:30,514.0,罗甲,克卢日,克卢日大学,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3010378
2026-08-11 02:45,513.75,英北甲,史蒂爱文斯城,萨顿克德菲尔德,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.0,3061112
2026-08-11 02:45,513.75,英北甲,巴韦尔,鲁什登钻石,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,3061111
2026-08-11 02:45,513.75,英北甲,科尔斯希尔镇,巴禾夫联,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,3061010
2026-08-11 02:45,513.75,英依超,卡尔顿斯,云吉特,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,3037328
2026-08-11 03:00,513.5,乌拉乙,雷提斯塔,佩莱扎,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.0,3057416
2026-08-11 03:00,513.5,美预备联,芝加哥火焰B队,多伦多FCB队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.5,3056228
2026-08-11 03:00,513.5,哥伦乙秋,锡帕基拉老虎,恩维加多,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.0,3012146
2026-08-11 03:00,513.5,英联杯,普利茅斯,埃克塞特城,"HDC,HIL","T-30,T-5","T-30,T-5",-1.25,3.0,3009588
2026-08-11 03:00,513.5,厄瓜甲,特克尼克,穆苏克鲁纳,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.25,2937878
2026-08-11 03:15,513.25,葡超,圣克拉拉,葡萄牙国民,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.0,3023438
2026-08-11 03:15,513.25,冰女甲,塞尔福斯女足,候卡尔女足,"HDC,HIL","T-30,T-5","T-30,T-5",0,3.5,2970050
2026-08-11 03:15,513.25,冰岛乙,奥拉夫斯维克维京,塞尔福斯,"HDC,HIL","T-30,T-5","T-30,T-5",0,3.5,2932220
2026-08-11 03:15,513.25,冰岛超,弗拉姆,KR雷克雅未克,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,4.5,2924622
2026-08-11 03:30,513.0,委内超秋,祖利亚诺,梅里达大学生,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.25,3057626
2026-08-11 03:30,513.0,巴拉乙,塔库里,瓜伊利纳,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3056555
2026-08-11 04:00,512.5,阿女甲,塔勒瑞斯女足,圣罗伦素女足,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.0,3057400
2026-08-11 05:00,511.5,哥伦甲秋,阿古拉斯多拉达斯,拉尼洛斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.25,3011787
2026-08-11 05:30,511.0,巴拉甲秋,亚松森自由,泰里尼登斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3055813
2026-08-11 05:30,511.0,厄瓜甲,利伯塔德洛哈,基多天主大学,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,2.5,2937882
2026-08-11 06:00,510.5,乌拉甲秋,马尔多纳多,蒙特维多竞技,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.0,3057090
2026-08-11 06:00,510.5,巴拉乙,谭贝塔里竞技,卡巴列罗JLM,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3056556
2026-08-11 06:00,510.5,阿甲,班菲尔德,贝尔格拉诺,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.0,2962550
2026-08-11 06:30,510.0,委内超秋,加拉加斯,拉瓜伊拉,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.0,3057627
2026-08-11 06:30,510.0,巴西乙,戈伊亚斯,隆迪那,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.25,2940110
2026-08-11 07:00,509.5,哥伦乙秋,利昂内斯,索阿查,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.0,3012151
2026-08-11 07:00,509.5,哥伦甲秋,麦德林独立,百万富翁,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3011793
2026-08-11 07:00,509.5,巴丙,帕桑度,康菲加,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.5,2949379
2026-08-11 07:00,509.5,巴丙,安纳波利斯,巴西瓜拉尼,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.5,2949371
2026-08-11 08:00,508.5,墨西女超春,托卢卡女足,华雷斯女足,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,3045979
2026-08-11 08:00,508.5,厄瓜甲,库恩卡,曼塔,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.25,2937876
2026-08-11 08:00,508.5,智利甲,奥达斯,奴伯伦斯,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,2921202
2026-08-11 08:15,508.25,阿甲,圣塔菲联,科尔多瓦中央SDE,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.25,2962562
2026-08-11 09:05,507.42,墨西女超春,莱昂女足,堤格雷斯女足,"HDC,HIL","T-30,T-5","T-30,T-5",1.25,3.25,3045980
2026-08-11 09:05,507.42,哥伦甲秋,巴兰基亚青年,佩雷拉,"HDC,HIL","T-30,T-5","T-30,T-5",-1.5,2.75,3011795
2026-08-11 11:00,505.5,亚挑联,中央骏马,南市台钢,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,2.75,3031468
2026-08-11 16:00,500.5,亚挑联,乌兰巴托FC,新北航源,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.75,3031466
2026-08-11 16:30,500.0,澳首U23,贝尔康联U23,古玛老虎U23,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,3.25,3062279
2026-08-11 16:30,500.0,球会友谊,埃登斯,卡塔赫纳,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,3061079
2026-08-11 17:00,499.5,亚挑联,福提斯,穆拉斯联合,"HDC,HIL","T-30,T-5","T-30,T-5",1.75,2.75,3031460
2026-08-11 17:30,499.0,澳足总,SD公鹿FC,麦克阿瑟FC,"HDC,HIL","T-30,T-5","T-30,T-5",1.25,3.25,3049635
2026-08-11 17:30,499.0,澳足总,昆士兰狮队,墨尔本城,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,2.75,3049633
2026-08-11 17:30,499.0,亚冠精英,阿德莱德联,河内公安,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.0,3010594
2026-08-11 17:30,499.0,澳维女超,凯勒公园女足,海德伯格女足,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,3.25,2981844
2026-08-11 18:00,498.5,球会友谊,尤文图斯(中),巴勒莫,"HDC,HIL","T-30,T-5","T-30,T-5",-1.25,3.0,3058610
2026-08-11 18:00,498.5,葡U23,法玛利考U23,杜连斯U23,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,3056234
2026-08-11 18:00,498.5,葡U23,布拉加U23,法伦斯U23,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.5,3056233
2026-08-11 18:00,498.5,韩女联,华川KSPO女足,现代制铁女足,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,2.5,2960377
2026-08-11 18:30,498.0,亚冠精英,江原FC,大阪钢巴,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.25,3010596
2026-08-11 18:30,498.0,澳南超,斯特尔特狮队,阿德莱德彗星,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.0,2912463
2026-08-11 19:00,497.5,巴拉后备,自由队后备队,泰里尼登斯后备队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,3.0,3062270
2026-08-11 19:30,497.0,中U21,河南U21,山东泰山U21,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,3018357
2026-08-11 19:30,497.0,中乙南,杭州临平吴越,贵州贵阳竞技,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,2.0,2961266
2026-08-11 20:00,496.5,亚挑联,帕罗FC,阿布穆斯林,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.0,3031462
2026-08-11 21:00,495.5,阿后备,穆尼斯后备队,加州阿特拉斯后备队,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,3.0,3061012
2026-08-11 22:00,494.5,阿后备,维多利亚阿里纳斯后备队,巴拉斯图尔后备队,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,3.0,3062158
2026-08-11 22:00,494.5,英协联杯,哈特利浦,米杜士堡U21,"HDC,HIL","T-30,T-5","T-30,T-5",0.75,3.0,3060927
2026-08-11 22:00,494.5,阿女甲,飓风队女足,社会体育协会女足,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.0,3057402
2026-08-11 22:00,494.5,希腊杯,泰利卡拉,拉里萨,"HDC,HIL","T-30,T-5","T-30,T-5",1.25,2.5,3055028
2026-08-11 23:00,493.5,美预备联,纽约城B队,奥兰多城B队,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,3.25,3057884
2026-08-11 23:00,493.5,欧冠杯,阿拉木图凯拉特,索非亚列夫斯基,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.0,3049299
2026-08-11 23:00,493.5,保乙,索菲亚中央陆军B队,赫巴,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.5,3017100
2026-08-11 23:00,493.5,亚冠精英,塔什干棉农,侯塞因,"HDC,HIL","T-30,T-5","T-30,T-5",-1.0,2.25,3010597
2026-08-11 23:30,493.0,芬乙,TPV谭柏利,莎埃帕,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,3.5,2943263
2026-08-11 23:30,493.0,芬乙,洛瓦涅米,古比斯青年队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.75,4.0,2943262
2026-08-11 23:30,493.0,芬乙,中新地,国际图尔库B队,"HDC,HIL","T-30,T-5","T-30,T-5",-1.75,4.0,2943261
2026-08-11 23:30,493.0,芬乙,韦斯屈莱,坦佩雷,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,3.25,2943260
2026-08-12 00:00,492.5,爱沙杯,卡勒威,塔尔图卡列夫,"HDC,HIL","T-30,T-5","T-30,T-5",-1.75,4.25,3058048
2026-08-12 00:00,492.5,欧罗巴杯,伊比利亚1999(中),拉恩,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,2.25,3049748
2026-08-12 00:00,492.5,欧冠杯,萨巴赫,奥胡斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.5,2.75,3049301
2026-08-12 00:00,492.5,欧冠杯,博德闪耀,圣吉罗斯,"HDC,HIL","T-30,T-5","T-30,T-5",-0.75,3.0,3049295
2026-08-12 00:00,492.5,亚冠精英,阿布扎比半岛,吉达联合,"HDC,HIL","T-30,T-5","T-30,T-5",0.5,2.75,3010595
2026-08-12 00:30,492.0,以甲图杯,莫迪恩,卡比利奥马卡比,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.75,3061076
2026-08-12 00:30,492.0,以甲图杯,法萨巴夏普尔,奇亚亚蒙SC,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.75,3061075
2026-08-12 00:30,492.0,以甲图杯,卡法尔卡瑟姆,里雄莱锡安夏普尔,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,3.0,3061073
2026-08-12 00:30,492.0,以甲图杯,夏雷姆,凯尔耶特,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,3.0,3061072
2026-08-12 00:30,492.0,以甲图杯,阿富拉夏普尔,麦卡比,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.5,3061071
2026-08-12 01:00,491.5,球会友谊,吉纳斯提卡,施斯达奥,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.5,3059086
2026-08-12 01:00,491.5,葡U23,葡萄牙体育U23,莱里亚U23,"HDC,HIL","T-30,T-5","T-30,T-5",0,2.75,3056238
2026-08-12 01:00,491.5,欧协联,阿波罗利马索尔,布兰,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.75,3049789
2026-08-12 01:00,491.5,欧冠杯,考诺萨基列斯,萨格勒布迪纳摩,"HDC,HIL","T-30,T-5","T-30,T-5",1.0,2.5,3049300
2026-08-12 01:00,491.5,德地区北,卢比克,奥登堡格,"HDC,HIL","T-30,T-5","T-30,T-5",1.0,3.25,3043316
2026-08-12 01:00,491.5,亚挑联,伊蒂哈德阿勒颇,孟加拉国警察,"HDC,HIL","T-30,T-5","T-30,T-5",-1.25,2.25,3031465
2026-08-12 01:00,491.5,保乙,延特拉,FC蒙塔纳,"HDC,HIL","T-30,T-5","T-30,T-5",-0.25,2.25,3017107
2026-08-12 01:00,491.5,瑞典甲,赫尔辛堡,韦纳穆,"HDC,HIL","T-30,T-5","T-30,T-5",0.25,2.75,2914648
